Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Orge","2017","million kcal","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Orge","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Orge","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Orge perlé","2017","tonnes","1700"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Orge perlé","2017","tonnes","3063.22"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Orge perlé","2017","tonnes","4302.23"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Orge perlé","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Orge perlé","2017","tonnes","460.99"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Orge perlé","2017","Kcal/personne/jour","0.05"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Orge perlé","2017","g/personne/jour","0.02"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Orge perlé","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Orge perlé","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Orge perlé","2017","million kcal","1521.26"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Orge perlé","2017","tonnes","41.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Orge perlé","2017","tonnes","6.45"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Ovalbumine","2017","tonnes","9104.95"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Ovalbumine","2017","tonnes","8974.84"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Autres utilisations (non alimentaire)","Ovalbumine","2017","tonnes","130.11"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Ovalbumine","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Pain","2017","tonnes","18200"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pain","2017","tonnes","22260.59"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pain","2017","tonnes","35644.75"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pain","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Pain","2017","tonnes","4815.84"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Pain","2017","Kcal/personne/jour","0.44"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Pain","2017","g/personne/jour","0.16"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Pain","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Pain","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Pain","2017","million kcal","13147.25"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Pain","2017","tonnes","443.06"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Pain","2017","tonnes","163.74"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Palmistes","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Palmistes","2017","tonnes","0.64"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Palmistes","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Palmistes","2017","tonnes","0.1"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Transformés","Palmistes","2017","tonnes","0.54"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Palmistes","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pamplemousses et pomelos","2017","tonnes","55024.79"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pamplemousses et pomelos","2017","tonnes","12534.12"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Pamplemousses et pomelos","2017","tonnes","438.25"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pamplemousses et pomelos","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Pamplemousses et pomelos","2017","tonnes","42052.42"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Pamplemousses et pomelos","2017","Kcal/personne/jour","0.32"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Pamplemousses et pomelos","2017","g/personne/jour","1.39"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Pamplemousses et pomelos","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Pamplemousses et pomelos","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Pamplemousses et pomelos","2017","million kcal","9655.23"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Pamplemousses et pomelos","2017","tonnes","164.85"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Pamplemousses et pomelos","2017","tonnes","47.1"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Papayes","2017","tonnes","11959.29"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Papayes","2017","tonnes","1303.92"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Papayes","2017","tonnes","239.19"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Papayes","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Papayes","2017","tonnes","10416.18"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Papayes","2017","Kcal/personne/jour","0.09"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Papayes","2017","g/personne/jour","0.35"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Papayes","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Papayes","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Papayes","2017","million kcal","2802.99"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Papayes","2017","tonnes","43.12"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Papayes","2017","tonnes","14.37"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pastèques","2017","tonnes","412458.53"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pastèques","2017","tonnes","19558.72"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Pastèques","2017","tonnes","41245.85"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pastèques","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Pastèques","2017","tonnes","351653.96"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Pastèques","2017","Kcal/personne/jour","2.39"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Pastèques","2017","g/personne/jour","11.66"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Pastèques","2017","g/personne/jour","0.05"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Pastèques","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Pastèques","2017","million kcal","71948.4"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Pastèques","2017","tonnes","1526.18"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Pastèques","2017","tonnes","218.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Patates douces","2017","tonnes","1376"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Patates douces","2017","tonnes","32151.9"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Patates douces","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Patates douces","2017","tonnes","3047.45"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Aliments pour animaux","Patates douces","2017","tonnes","29104.45"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Patates douces","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Pâte de cacao non dégraissée","2017","tonnes","346091.56"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pâte de cacao non dégraissée","2017","tonnes","64032.66"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pâte de cacao non dégraissée","2017","tonnes","71512.83"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Transformés","Pâte de cacao non dégraissée","2017","tonnes","338611.39"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pâte de cacao non dégraissée","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Pâtes alimentaires, non cuites ni farcies ni autrement préparées","2017","tonnes","65929.92"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pâtes alimentaires, non cuites ni farcies ni autrement préparées","2017","tonnes","364145.31"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Pâtes alimentaires, non cuites ni farcies ni autrement préparées","2017","tonnes","-11647.36"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pâtes alimentaires, non cuites ni farcies ni autrement préparées","2017","tonnes","54400.07"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pâtes alimentaires, non cuites ni farcies ni autrement préparées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Pâtes alimentaires, non cuites ni farcies ni autrement préparées","2017","tonnes","321392.6"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Pâtes alimentaires, non cuites ni farcies ni autrement préparées","2017","Kcal/personne/jour","37.41"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Pâtes alimentaires, non cuites ni farcies ni autrement préparées","2017","g/personne/jour","10.66"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Pâtes alimentaires, non cuites ni farcies ni autrement préparées","2017","g/personne/jour","1.27"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Pâtes alimentaires, non cuites ni farcies ni autrement préparées","2017","g/personne/jour","0.19"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Pâtes alimentaires, non cuites ni farcies ni autrement préparées","2017","million kcal","1128088.02"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Pâtes alimentaires, non cuites ni farcies ni autrement préparées","2017","tonnes","38245.72"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Pâtes alimentaires, non cuites ni farcies ni autrement préparées","2017","tonnes","5785.07"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Pâtisseries","2017","tonnes","353000"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pâtisseries","2017","tonnes","568555.6"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pâtisseries","2017","tonnes","917213.63"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pâtisseries","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Pâtisseries","2017","tonnes","4341.97"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Pâtisseries","2017","Kcal/personne/jour","0.56"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Pâtisseries","2017","g/personne/jour","0.14"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Pâtisseries","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Pâtisseries","2017","g/personne/jour","0.02"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Pâtisseries","2017","million kcal","17020.51"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Pâtisseries","2017","tonnes","282.23"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Pâtisseries","2017","tonnes","642.61"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Pêches et nectarines","2017","tonnes","561.76"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pêches et nectarines","2017","tonnes","321007.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pêches et nectarines","2017","tonnes","15711.15"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Pêches et nectarines","2017","tonnes","33.26"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Transformés","Pêches et nectarines","2017","tonnes","20597.72"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pêches et nectarines","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Pêches et nectarines","2017","tonnes","285226.64"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Pêches et nectarines","2017","Kcal/personne/jour","3.79"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Pêches et nectarines","2017","g/personne/jour","9.46"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Pêches et nectarines","2017","g/personne/jour","0.08"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Pêches et nectarines","2017","g/personne/jour","0.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Pêches et nectarines","2017","million kcal","114233.27"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Pêches et nectarines","2017","tonnes","2284.67"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Pêches et nectarines","2017","tonnes","761.56"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus","2017","tonnes","4338.2"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus","2017","tonnes","23600.26"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus","2017","tonnes","674.34"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus","2017","tonnes","7521.44"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus","2017","tonnes","15404.47"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus","2017","Kcal/personne/jour","1.63"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus","2017","g/personne/jour","0.51"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus","2017","g/personne/jour","0.07"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus","2017","g/personne/jour","0.06"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus","2017","million kcal","49232.7"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus","2017","tonnes","2027.23"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Piments forts et piments, secs (Capsicum spp., Pimenta spp.), crus","2017","tonnes","1781.07"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Piments forts et piments, verts (Capsicum spp., Pimenta spp.)","2017","tonnes","12289"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Piments forts et piments, verts (Capsicum spp., Pimenta spp.)","2017","tonnes","401567.77"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Piments forts et piments, verts (Capsicum spp., Pimenta spp.)","2017","tonnes","17303.4"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Piments forts et piments, verts (Capsicum spp., Pimenta spp.)","2017","tonnes","41385.68"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Piments forts et piments, verts (Capsicum spp., Pimenta spp.)","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Piments forts et piments, verts (Capsicum spp., Pimenta spp.)","2017","tonnes","355167.69"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Piments forts et piments, verts (Capsicum spp., Pimenta spp.)","2017","Kcal/personne/jour","3.38"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Piments forts et piments, verts (Capsicum spp., Pimenta spp.)","2017","g/personne/jour","11.78"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Piments forts et piments, verts (Capsicum spp., Pimenta spp.)","2017","g/personne/jour","0.14"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Piments forts et piments, verts (Capsicum spp., Pimenta spp.)","2017","g/personne/jour","0.04"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Piments forts et piments, verts (Capsicum spp., Pimenta spp.)","2017","million kcal","101933.13"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Piments forts et piments, verts (Capsicum spp., Pimenta spp.)","2017","tonnes","4368.56"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Piments forts et piments, verts (Capsicum spp., Pimenta spp.)","2017","tonnes","1164.95"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Pistaches non décortiquées","2017","tonnes","6113.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Pistaches non décortiquées","2017","tonnes","42876.72"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Pistaches non décortiquées","2017","tonnes","11064.56"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Pistaches non décortiquées","2017","tonnes","13310.78"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Pistaches non décortiquées","2017","tonnes","857.53"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Pistaches non décortiquées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Pistaches non décortiquées","2017","tonnes","17643.85"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Pistaches non décortiquées","2017","Kcal/personne/jour","1.8"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Pistaches non décortiquées","2017","g/personne/jour","0.59"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Pistaches non décortiquées","2017","g/personne/jour","0.06"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Pistaches non décortiquées","2017","g/personne/jour","0.15"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Pistaches non décortiquées","2017","million kcal","54314.82"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Pistaches non décortiquées","2017","tonnes","1908.36"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Pistaches non décortiquées","2017","tonnes","4403.9"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Plantains et bananes à cuire","2017","tonnes","1744.68"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Plantains et bananes à cuire","2017","tonnes","63.49"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Plantains et bananes à cuire","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Plantains et bananes à cuire","2017","tonnes","1681.19"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Plantains et bananes à cuire","2017","Kcal/personne/jour","0.04"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Plantains et bananes à cuire","2017","g/personne/jour","0.06"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Plantains et bananes à cuire","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Plantains et bananes à cuire","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Plantains et bananes à cuire","2017","million kcal","1249.8"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Plantains et bananes à cuire","2017","tonnes","14.88"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Plantains et bananes à cuire","2017","tonnes","4.96"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Plaqueminiers/kakis","2017","tonnes","47230.7"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Plaqueminiers/kakis","2017","tonnes","3023.76"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Plaqueminiers/kakis","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Plaqueminiers/kakis","2017","tonnes","44206.94"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Plaqueminiers/kakis","2017","Kcal/personne/jour","0.85"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Plaqueminiers/kakis","2017","g/personne/jour","1.47"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Plaqueminiers/kakis","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Plaqueminiers/kakis","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Plaqueminiers/kakis","2017","million kcal","25684.23"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Plaqueminiers/kakis","2017","tonnes","293.53"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Plaqueminiers/kakis","2017","tonnes","73.38"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Poireaux et autres légumes alliacés","2017","tonnes","99740"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Poireaux et autres légumes alliacés","2017","tonnes","39688"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Poireaux et autres légumes alliacés","2017","tonnes","4897.14"
